Content Tab,Property,Property,Property,Property,Property,Property,Property,Property,Property,Property,Property,Property,Property,Property,Property,Property,Property,Property,Property,Property,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab
Details,113871,Villa Di Montesoli,Tuscany,Patrick Cosculluela,BLUEWAY - Villa Di Montesoli,Strada Provinciale 34 Siena Buonconvento Italy,931,Lifetime: 12 // $33724,Marilyne Gosselin (11/2015),-,All Clear,Green: Good condition - no or minimal issues noticed,-,Guest survey or other feedback received: ,-,-,-,-,-,-,113871,Villa Di Montesoli,Tuscany,Patrick Cosculluela,BLUEWAY - Villa Di Montesoli,2013,-,25% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,25%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,113871,Villa Di Montesoli,Tuscany,Patrick Cosculluela,BLUEWAY - Villa Di Montesoli,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,113873,Casa Bahama,Bahamas - Nassau and Paradise Island,Mike Rollins,BLUEWAY - Higher Power Ltd,Casa De Leon – 39 Ocean Club Estates Paradise Island New Providence Nassau The Bahamas,781,Lifetime: 8 // $126100,Wade Manricks (8/2015),-,"QUALITY STANDARDS: Poor quality standards of property, PD approval until resolved by PMC. Home E. to keep PD updates. ETA END: UFN",Green: Good condition - no or minimal issues noticed,02-Dec-15,Advance Inspection: inspection conducted days or couple of weeks prior to an arrival: Everything great as per report.,-,-,-,-,-,-,113873,Casa Bahama,Bahamas - Nassau and Paradise Island,Mike Rollins,BLUEWAY - Higher Power Ltd,2014,-,25% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,25%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,113873,Casa Bahama,Bahamas - Nassau and Paradise Island,Mike Rollins,BLUEWAY - Higher Power Ltd,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,113874,Aspen Log Cabin,Colorado - Greater Aspen,Alana Hanks,BLUEWAY – Cuvee Escapes,No address on file,911,Lifetime: 7 // $25389,Jeff Lagimodiere (1/2016),-,All Clear,Orange: Impactful issues were noticed at the property that would require labor to be resolved,31-Jul-15,Onboarding Inspection: Inspection conducted to qualify if the property fits the portfolio. This occurs prior to listing: Construction next door.,-,-,-,-,-,-,113874,Aspen Log Cabin,Colorado - Greater Aspen,Alana Hanks,BLUEWAY – Cuvee Escapes,2007,-,30% non refundable if canceled within 90 days of arrival. 100% non refundable during holidays,23%,"50% Deposit, Full payment 140 days prior to arrival during holiday season and 65 days prior to arrival during non holiday season",-,-,-,-,-,-,-,-,-,-,113874,Aspen Log Cabin,Colorado - Greater Aspen,Alana Hanks,BLUEWAY – Cuvee Escapes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,113880,Villa Chintamani,Bali,Edward Puglia,BLUEWAY - Semara Group Resorts,Jalan Pantai Selatan Gau  Bali Pecatu Indonesia 80361,916,Lifetime: 1 // $3801,Jeremie Comeau (2/2016),-,All Clear,Green: Good condition - no or minimal issues noticed,24-Mar-16,Advance Inspection: inspection conducted days or couple of weeks prior to an arrival: Inspected only part of the villa since it was occupied. Small stain on sofa and construction going on accross the street but no noise,-,-,-,-,-,-,113880,Villa Chintamani,Bali,Edward Puglia,BLUEWAY - Semara Group Resorts,2013,-,25% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,113880,Villa Chintamani,Bali,Edward Puglia,BLUEWAY - Semara Group Resorts,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,113881,Villa Nora,Bali,Edward Puglia,BLUEWAY - Semara Group Resorts,Jalan Pantai Selatan Gau Bali Pecatu Indonesia 80361,916,Lifetime: 1 // $8638,-,-,All Clear,-,-,-,-,-,-,-,-,-,113881,Villa Nora,Bali,Edward Puglia,BLUEWAY - Semara Group Resorts,2013,-,20% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,113881,Villa Nora,Bali,Edward Puglia,BLUEWAY - Semara Group Resorts,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,113882,Villa Santai Sorga,Bali,Edward Puglia,BLUEWAY - Semara Group Resorts,Jalan Pantai Selatan Gau  Bali Pecatu Indonesia 80361,916,Lifetime: 3 // $9910,Jeremie Comeau (2/2016),-,All Clear,Green: Good condition - no or minimal issues noticed,14-Dec-15,Advance Inspection: inspection conducted days or couple of weeks prior to an arrival: Inspection report completed. All good except dining room chairs need to be cleaned.,-,-,-,-,-,-,113882,Villa Santai Sorga,Bali,Edward Puglia,BLUEWAY - Semara Group Resorts,2013,-,20% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,113882,Villa Santai Sorga,Bali,Edward Puglia,BLUEWAY - Semara Group Resorts,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,113883,Villa Jamadara,Bali,Edward Puglia,BLUEWAY - Semara Group Resorts,"Jalan Pantai Selatan Gau,    Bali Pecatu Indonesia 80361",916,Lifetime: 2 // $7904,Ryan Jacks (3/2016),-,All Clear,Yellow: Minor villa condition issue(s) that can be controlled/fixed easily,14-Dec-15,Advance Inspection: inspection conducted days or couple of weeks prior to an arrival: Inspection report completed. Cleanliness issues. Outdoor furniture has stains. Scuff marks on wall near garbage area in kitchen. Showers and faucets need cleaning. There are some scratches on the floor in the 5th bedroom.,-,-,-,-,-,-,113883,Villa Jamadara,Bali,Edward Puglia,BLUEWAY - Semara Group Resorts,2013,-,20% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,113883,Villa Jamadara,Bali,Edward Puglia,BLUEWAY - Semara Group Resorts,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,113884,Villa Tamarama,Bali,Edward Puglia,BLUEWAY - Semara Group Resorts,"Jalan Pantai Selatan Gau,    Bali Pecatu Indonesia 80361",916,Be the first to book this villa!,-,-,All Clear,-,-,-,-,-,-,-,-,-,113884,Villa Tamarama,Bali,Edward Puglia,BLUEWAY - Semara Group Resorts,2013,-,20% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,113884,Villa Tamarama,Bali,Edward Puglia,BLUEWAY - Semara Group Resorts,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,113885,Villa Pawana,Bali,Edward Puglia,BLUEWAY - Semara Group Resorts,"Jalan Pantai Selatan Gau,    Bali Pecatu Indonesia 80361",916,Lifetime: 1 // $2094,-,-,All Clear,-,-,-,-,-,-,-,-,-,113885,Villa Pawana,Bali,Edward Puglia,BLUEWAY - Semara Group Resorts,2013,-,20% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,113885,Villa Pawana,Bali,Edward Puglia,BLUEWAY - Semara Group Resorts,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,113886,Villa Ambar,Bali,Edward Puglia,BLUEWAY - Semara Group Resorts,"Jalan Pantai Selatan Gau,    Bali Pecatu Indonesia 80361",916,Lifetime: 1 // $3679,Jeremie Comeau (11/2015),-,All Clear,Green: Good condition - no or minimal issues noticed,19-Dec-15,"Welcome Inspection: inspection conducted the day of an arrival couple of hours prior to guest check-in: Inspection report completed. All good except minor cleaning issues. Stain on bathroom counter, scuff mark on bathroom wall and small stain on couch.",-,-,-,-,-,-,113886,Villa Ambar,Bali,Edward Puglia,BLUEWAY - Semara Group Resorts,2013,-,20% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,113886,Villa Ambar,Bali,Edward Puglia,BLUEWAY - Semara Group Resorts,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,113887,Semara Beach House,Bali,Edward Puglia,BLUEWAY - Semara Group Resorts,"pecatu,    Bali south kuta Indonesia 80361",921,Be the first to book this villa!,-,-,All Clear,-,-,-,-,-,-,-,-,-,113887,Semara Beach House,Bali,Edward Puglia,BLUEWAY - Semara Group Resorts,2013,-,20% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,113887,Semara Beach House,Bali,Edward Puglia,BLUEWAY - Semara Group Resorts,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,113889,Villa Roca,Ibiza,Patrick Cosculluela,BLUEWAY - Flavio Cecchetto,Carrer Can Pou Illes Balears Sant Josep de sa Talaia Spain 07830,764,Lifetime: 4 // $33725,Lyn Lindsay (1/2016),-,All Clear,-,-,-,-,-,-,-,-,-,113889,Villa Roca,Ibiza,Patrick Cosculluela,BLUEWAY - Flavio Cecchetto,2014,-,100% non refundable,15%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,113889,Villa Roca,Ibiza,Patrick Cosculluela,BLUEWAY - Flavio Cecchetto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,113890,Teton Manor,Wyoming - Jackson Hole,Julie Belanger,BLUEWAY - Jackson Hole Resort Lodging,75 North West Ridge Wyoming Jackson USA 83001,910,Lifetime: 2 // $6700,Meagan Bremner (3/2016),-,CONSTRUCTION - NEIGHBOUR: Construction ongoing next door-mostly indoors. ETA END: Jan 2018,-,-,-,-,-,-,-,-,-,113890,Teton Manor,Wyoming - Jackson Hole,Julie Belanger,BLUEWAY - Jackson Hole Resort Lodging,2013,-,100% non refundable,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,113890,Teton Manor,Wyoming - Jackson Hole,Julie Belanger,BLUEWAY - Jackson Hole Resort Lodging,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,113892,19th Hole House,Wyoming - Jackson Hole,Julie Belanger,BLUEWAY - Jackson Hole Resort Lodging,2925 Mountain Maple Way Wyoming Wilson USA,910,Lifetime: 1 // $1319,-,-,All Clear,-,-,-,-,-,-,-,-,-,113892,19th Hole House,Wyoming - Jackson Hole,Julie Belanger,BLUEWAY - Jackson Hole Resort Lodging,2013,-,100% non refundable,10%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,113892,19th Hole House,Wyoming - Jackson Hole,Julie Belanger,BLUEWAY - Jackson Hole Resort Lodging,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,113893,Cody House,Wyoming - Jackson Hole,Julie Belanger,BLUEWAY - Jackson Hole Resort Lodging,3345 W Cody Lane Wyoming Jackson USA,910,Lifetime: 13 // $16224,Chloee Whyte (4/2016),-,All Clear,Yellow: Minor villa condition issue(s) that can be controlled/fixed easily,16-Dec-15,"Advance Inspection: inspection conducted days or couple of weeks prior to an arrival: ·	Guest room armoire latch is broken: Please confirm will be resolved prior to arrival
·	Coffee table in living area requires repairs (leather patch peeling) See photo attached: Please confirm will be addressed prior to arrival
·	Master bedroom suite was colder than the rest of the home: Kindly confirm the temperature will be adjusted 
·	Welcome manual with Wifi, emergency contact info and technology instructions should be provided (currently Wifi is written on note pad paper) 
·	Closet hangers should be matching 
·	Suggestion: Older TV in bunk room could be upgraded 
",-,-,-,-,-,-,113893,Cody House,Wyoming - Jackson Hole,Julie Belanger,BLUEWAY - Jackson Hole Resort Lodging,2013,-,100% non refundable,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,113893,Cody House,Wyoming - Jackson Hole,Julie Belanger,BLUEWAY - Jackson Hole Resort Lodging,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,113895,Granite Ridge Homestead,Wyoming - Jackson Hole,Julie Belanger,BLUEWAY - Jackson Hole Resort Lodging,3072 W Arrowhead Dr Wyoming Jackson USA,910,Lifetime: 20 // $22320,Chloee Whyte (4/2016),-,All Clear,Green: Good condition - no or minimal issues noticed,20-Mar-16,Advance Inspection: inspection conducted days or couple of weeks prior to an arrival: House keeping still had to pass but overall property was in good condition,-,-,-,-,-,-,113895,Granite Ridge Homestead,Wyoming - Jackson Hole,Julie Belanger,BLUEWAY - Jackson Hole Resort Lodging,2013,-,100% non refundable,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,113895,Granite Ridge Homestead,Wyoming - Jackson Hole,Julie Belanger,BLUEWAY - Jackson Hole Resort Lodging,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,113896,(P) Granite Ridge Cabin 7590,Wyoming - Jackson Hole,Julie Belanger,BLUEWAY - Jackson Hole Resort Lodging,No address on file,910,Lifetime: 1 // $492,-,-,All Clear,-,-,-,-,-,-,-,-,-,113896,(P) Granite Ridge Cabin 7590,Wyoming - Jackson Hole,Julie Belanger,BLUEWAY - Jackson Hole Resort Lodging,2013,-,100% non refundable,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,113896,(P) Granite Ridge Cabin 7590,Wyoming - Jackson Hole,Julie Belanger,BLUEWAY - Jackson Hole Resort Lodging,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,113897,Granite Ridge Lodge 6,Wyoming - Jackson Hole,Julie Belanger,BLUEWAY - Jackson Hole Resort Lodging,3213 Washakie Rd Wyoming Jackson USA,910,Lifetime: 23 // $27846,Online Sale (4/2016),-,All Clear,NO EYE: Property has never been inspected,-,Guest survey or other feedback received: ,-,-,-,-,-,-,113897,Granite Ridge Lodge 6,Wyoming - Jackson Hole,Julie Belanger,BLUEWAY - Jackson Hole Resort Lodging,2013,-,100% non refundable,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,113897,Granite Ridge Lodge 6,Wyoming - Jackson Hole,Julie Belanger,BLUEWAY - Jackson Hole Resort Lodging,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,113898,Granite Ridge Lodge 8,Wyoming - Jackson Hole,Julie Belanger,BLUEWAY - Jackson Hole Resort Lodging,3321 Washakie Rd Wyoming Jackson USA,910,Lifetime: 7 // $10793,Andrea Ducharme (3/2016),-,All Clear,-,-,-,-,-,-,-,-,-,113898,Granite Ridge Lodge 8,Wyoming - Jackson Hole,Julie Belanger,BLUEWAY - Jackson Hole Resort Lodging,2013,-,100% non refundable,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,113898,Granite Ridge Lodge 8,Wyoming - Jackson Hole,Julie Belanger,BLUEWAY - Jackson Hole Resort Lodging,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,113899,(P) Granite Ridge Lodge 12,Wyoming - Jackson Hole,Julie Belanger,BLUEWAY - Jackson Hole Resort Lodging,No address on file,910,Lifetime: 8 // $12282,Chloee Whyte (2/2016),-,All Clear,-,-,-,-,-,-,-,-,-,113899,(P) Granite Ridge Lodge 12,Wyoming - Jackson Hole,Julie Belanger,BLUEWAY - Jackson Hole Resort Lodging,2013,-,100% non refundable,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,113899,(P) Granite Ridge Lodge 12,Wyoming - Jackson Hole,Julie Belanger,BLUEWAY - Jackson Hole Resort Lodging,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,113900,Granite Ridge Lodge 16,Wyoming - Jackson Hole,Julie Belanger,BLUEWAY - Jackson Hole Resort Lodging,3214 Washakie Rd Wyoming Jackson USA,910,Lifetime: 18 // $19143,Andrea Ducharme (3/2016),-,All Clear,-,-,-,-,-,-,-,-,-,113900,Granite Ridge Lodge 16,Wyoming - Jackson Hole,Julie Belanger,BLUEWAY - Jackson Hole Resort Lodging,2013,-,100% non refundable,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,113900,Granite Ridge Lodge 16,Wyoming - Jackson Hole,Julie Belanger,BLUEWAY - Jackson Hole Resort Lodging,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,113901,Granite Ridge Lodge 17,Wyoming - Jackson Hole,Julie Belanger,BLUEWAY - Jackson Hole Resort Lodging,3212 Washakie Rd Wyoming Jackson USA,910,Lifetime: 7 // $12010,Online Sale (2/2016),-,All Clear,-,-,-,-,-,-,-,-,-,113901,Granite Ridge Lodge 17,Wyoming - Jackson Hole,Julie Belanger,BLUEWAY - Jackson Hole Resort Lodging,2013,-,100% non refundable,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,113901,Granite Ridge Lodge 17,Wyoming - Jackson Hole,Julie Belanger,BLUEWAY - Jackson Hole Resort Lodging,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,113902,Granite Ridge Lodge 20,Wyoming - Jackson Hole,Julie Belanger,BLUEWAY - Jackson Hole Resort Lodging,3194 Washakie Rd Wyoming Jackson USA,910,Lifetime: 16 // $28995,Michael Blair (4/2016),-,All Clear,Green: Good condition - no or minimal issues noticed,20-Mar-16,Guest survey or other feedback received: Property is in good condition,-,-,-,-,-,-,113902,Granite Ridge Lodge 20,Wyoming - Jackson Hole,Julie Belanger,BLUEWAY - Jackson Hole Resort Lodging,2013,-,100% non refundable,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,113902,Granite Ridge Lodge 20,Wyoming - Jackson Hole,Julie Belanger,BLUEWAY - Jackson Hole Resort Lodging,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,113905,Chalet Tsuga - Le Kilimandjaro,French Alps,Patrick Cosculluela,BLUEWAY - Hotel Le Kilimandjaro,"Vanoise National Park, Rue de l'Altiport Rhône-Alpes Saint-Bon-Tarentaise France",893,Be the first to book this villa!,-,-,All Clear,-,-,-,-,-,-,-,-,-,113905,Chalet Tsuga - Le Kilimandjaro,French Alps,Patrick Cosculluela,BLUEWAY - Hotel Le Kilimandjaro,2013,-,100% non refundable,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,113905,Chalet Tsuga - Le Kilimandjaro,French Alps,Patrick Cosculluela,BLUEWAY - Hotel Le Kilimandjaro,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,113906,(H) Les Chalets du K2 - Panmah,French Alps,Patrick Cosculluela,Hotel Le K2,No address on file,867,Be the first to book this villa!,-,-,All Clear,-,-,-,-,-,-,-,-,-,113906,(H) Les Chalets du K2 - Panmah,French Alps,Patrick Cosculluela,Hotel Le K2,2013,-,100% non refundable,15%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,113906,(H) Les Chalets du K2 - Panmah,French Alps,Patrick Cosculluela,Hotel Le K2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,113907,(H) Les Chalets du K2 - Baltoro,French Alps,Patrick Cosculluela,Hotel Le K2,No address on file,867,Be the first to book this villa!,-,-,All Clear,-,-,-,-,-,-,-,-,-,113907,(H) Les Chalets du K2 - Baltoro,French Alps,Patrick Cosculluela,Hotel Le K2,2013,-,100% non refundable,15%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,113907,(H) Les Chalets du K2 - Baltoro,French Alps,Patrick Cosculluela,Hotel Le K2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,113908,(H) Les Chalets du K2 - Karakoram,French Alps,Patrick Cosculluela,Hotel Le K2,No address on file,867,Be the first to book this villa!,-,-,All Clear,-,-,-,-,-,-,-,-,-,113908,(H) Les Chalets du K2 - Karakoram,French Alps,Patrick Cosculluela,Hotel Le K2,2013,-,100% non refundable,15%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,113908,(H) Les Chalets du K2 - Karakoram,French Alps,Patrick Cosculluela,Hotel Le K2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,113909,(H) Les Chalets du K2 - Muztagh,French Alps,Patrick Cosculluela,Hotel Le K2,No address on file,867,Be the first to book this villa!,-,-,All Clear,-,-,-,-,-,-,-,-,-,113909,(H) Les Chalets du K2 - Muztagh,French Alps,Patrick Cosculluela,Hotel Le K2,2013,-,100% non refundable,15%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,113909,(H) Les Chalets du K2 - Muztagh,French Alps,Patrick Cosculluela,Hotel Le K2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,113910,(H) Les Chalets du K2 - Abbruzes,French Alps,Patrick Cosculluela,Hotel Le K2,No address on file,867,Be the first to book this villa!,-,-,All Clear,-,-,-,-,-,-,-,-,-,113910,(H) Les Chalets du K2 - Abbruzes,French Alps,Patrick Cosculluela,Hotel Le K2,2013,-,100% non refundable,15%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,113910,(H) Les Chalets du K2 - Abbruzes,French Alps,Patrick Cosculluela,Hotel Le K2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,113911,Chalet Black Pearl,French Alps,Patrick Cosculluela,BLUEWAY - Chalets B&W Pearl,Unnamed Road Rhone-Alpes Val D'Isere France 73150,889,Lifetime: 1 // $6575,Wade Manricks (1/2016),-,All Clear,-,-,-,-,-,-,-,-,-,113911,Chalet Black Pearl,French Alps,Patrick Cosculluela,BLUEWAY - Chalets B&W Pearl,2013,-,100% non refundable,20%,"50% Deposit, Full payment 80 days prior to arrival",-,-,-,-,-,-,-,-,-,-,113911,Chalet Black Pearl,French Alps,Patrick Cosculluela,BLUEWAY - Chalets B&W Pearl,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,113912,Chalet White Pearl,French Alps,Patrick Cosculluela,BLUEWAY - Chalets B&W Pearl,Savoie Val-d'Isere  France 73150,889,Be the first to book this villa!,-,-,All Clear,-,-,-,-,-,-,-,-,-,113912,Chalet White Pearl,French Alps,Patrick Cosculluela,BLUEWAY - Chalets B&W Pearl,2013,-,100% non refundable,20%,"50% Deposit, Full payment 80 days prior to arrival",-,-,-,-,-,-,-,-,-,-,113912,Chalet White Pearl,French Alps,Patrick Cosculluela,BLUEWAY - Chalets B&W Pearl,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,113913,Hale Pili Aloha,Maui,Edward Puglia,BLUEWAY - Hale Pili Aloha,No address on file,923,Lifetime: 19 // $57129,-,-,All Clear,Green: Good condition - no or minimal issues noticed,20-Sep-15,Welcome Inspection: inspection conducted the day of an arrival couple of hours prior to guest check-in: Everything Ok as per report,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,113913,Hale Pili Aloha,Maui,Edward Puglia,BLUEWAY - Hale Pili Aloha,2013,-,100% non refundable,30%,"50% Deposit, Full payment 65 days prior to arrival",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,113913,Hale Pili Aloha,Maui,Edward Puglia,BLUEWAY - Hale Pili Aloha,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
